Excellent. There is a possibility that I may need to bring a co-worker with me. How much would the trip cost for 2 people?	To include a second person on this trip, with both of you flying business class, the cost would be 5348.87USD
I see. In that case I will book this trip only for myself today.	Ok. Have a good day
I would like a vacation for one in Mannheim from August 17 to September 7. My city of departure is Porto Alegre. It should cost less than $3000.	I do not have a travel package to Mannheim from Porto Alegre for these travel dates.  I do however, have packages available from August 17th to the 29th.     Would these dates work for you?
How much would this package cost?	I have two options.  The first option is a travel package which costs 2314.59 USD.  The second package costs 2981.83 USD.  Which one would you prefer?
If I increase my budget to $6000, does that open up any options from August 17 to September 7?	I still have only two packages available from August 17th to September 7th.  Would you like to try a different travel destination?
What other destinations can you offer me with these dates?	I have no other destinations available for these dates.  Would you like to change the start date or the end date?
Are there packages for two-week trips within these dates?	I have two possible packages for you.  Atlanta, United States, to Indianapolis, United States or Brasilia, Brazil to Vancouver, Canada.  Which would you prefer?
Are both of the packages to Porto still available if I bring my wife with me?	The only package which would be available would be Atlanta, United States to Vancouver, Canada.  I have two packages available for you: one for  $2182.70, and another for $2326.54.  Would you like me to describe these two packages for you?
Yes, please.	The first travel package is an Economy flight from Atlanta, United States to Vancouver, Canada at 6:00 p.m. on August 11th,  and an Economy flight from Vancouver, Canada to Atlanta, United States at 10:00 a.m on August 14th.  The cost of $2182.70 includes a 4 star hotel with a 8.8/10 rating.
What is the second package	The second travel package is an Economy flight from Atlanta, United States to Vancouver, Canada at 6:00 p.m. on Friday, August 19th, and an Economy flight from Vancouver, Canada to Atlanta, United States at 10:00 a.m. on Monday, August 22nd.  The cost of $2326.54 includes a 4 star hotel with guest rating of 8.8/10.  Would you like to book this travel package?
Hi I am planning on booking a vacation soon, around August 27th	Do you have an idea of where you would like to go?
I was thinking maybe St. Louis	what city will you be departing from? Any other people travelling with you?
I will be departing from Tijuana. I'll be going solo	I have several options available. A good option would be Chateau Inn & Suites which is a nicely located 3-star hotel. Departure on an economy flight would be on August 27th, returning on Sept 5th.  Total cost for this package is $1324.29. It is also available in business class.
what type of packages would i get if i were to go to Mannheim instead?	 If you would rather go to Mannheim, I have 6 day packages available at a 5-star hotel called The Regal Resort.
im looking for a longer trip, would there perhaps be one in san antonio?	I have 9 day trips available in San Antonio but the departure dates are all in September. Are you able to go in September instead of August 27th?
yes i could as long as i return by September 17th	I have departures available on September 1st, September 7th and September 8th.  I have two choices in hotels - the Vertex Inn or the Winter Hill Inn., both of which are rated two stars.
What would the duration be? and could I see some better rated hotels?	Availability is from Sept 1st to the 9th, Sept 7 to the 15th and Sept 8th to the 16th.  I do not have any hotels available with a better rating. Please do note that both hotels have free parking,  free breakfast and free wifi. Are you looking for a flight in economy class or business class?
they seem very accommodating, how much would this stay on the 1st be compared a vacation in mannheim at the regal resort?	In economy or business class?
for business class	For business class at the Vertex Inn in San Antonio Sept 7 to Sept 15th, the price is $1477.34.
in contrast to mannheim?	Also in business class in San Antonio, I have the Winter Hill either from Sept 1st to 9th or Sept 8th to the 16th at $1477.00.  Business class to the Regal in Mannheim is $3451.00 if you choose to go Aug 27 to Aug 31st and if you pick the week of Sept 6th to the 10th, it is $4249.00.
I think i would like to book the trip to mannheim, leaving on the 27th	Okay I will get all your information and we will proceed with the booking. We  appreciate your business.
Hi! I hear Hogsmeade has some excellent bars. Can you book me a trip there from Diagon Alley, leaving on August 13th? For 7 men and women	Hi there! I am searching trips available to Hogsmeade but am unable to find any possibilities. Is there another destination you might be interested in?
Well, we were thinking Dominican Republic could be fun as well.	Ok. I will look for trips to Dominican Republic. Do you have another option for a departure city?
Yes, Vancouver.	Great! Where would you like to travel to?
Punta Cana is good!	Great. I can book a trip for 7 people travelling from Vancouver to Punta Cana for 3853.27USD.
that's just a little over my budget... what about for 3 adults instead of 7?	For three adults, this trip would cost 1651.40USD.
The trip meant to be a bachelor party for my friend. is there an open bar at the hotel?	I do not have this information for the El Mar hotel in Punta Cana.
How many stars is it?	2.5 stars.
Let's try 4 stars.	I'm having trouble finding 4 star hotels in Punta Cana for you. Perhaps if you provided a departure and/or return date I could narrow things down?
End of August, anytime after the 22nd of August.	I am only able to find hotels with a 2.5 star rating in Punta Cana for that time. 
2.5 stars will do. Can you offer any additional activities?	Unfortunately I am not able to provide this information.
How about breakfast?	El Mar does not provide breakfast.
Are there other hotels in the area that do?	I am unable to find other hotels in Punta Cana that offer free breakfast.
In that case I will book the first one for 1651. 40 USD.	Great! You will leave Vancouver at 10:00 am - Wednesday, August 24th.
When do we leave?	You will leave Vancouver at 10:00 am - Wednesday, August 24th.
leave Punta Cana?	You will leave Punta Cana at 4:00 am - Tuesday, August 30th.
Great! I'll book this one. Thank you	Great! Thank you
Hi!	To start, just give me some information on where you'd like to travel, your budget, your point of departure, or any other travel info you can think of.
Ok great! I'm looking for a trip from August 19th to September 3rd, and I'm thinking of going to Mexico City. I would be departing from Busan.	I've got some options available for you. Will you be travelling alone?
Yes! For the first time.	Ok! I have 5 days at a 3 star hotel available for 3259.79USD. What do you think?
That sounds nice. What is the name of the hotel?	The hotel is called Sublime Echo.
Does it have a view of the ocean?	I am not sure 
Great! Do you know if there is free wifi and breakfast?	There is free parking and free wifi, but no free breakfast.
What are the departure dates?	You would leave Busan at 7:00 am - Wednesday, August 24th and depart from Mexico City at 1:00 am - Saturday, August 27th. I also have a free breakfast hotel available for 4002.28USD which leaves Busan at 7:00 am - Saturday, August 27th.
The second option is how many days?	The second option is also 5 days.
I'll keep the second Mexico City option in mind. I have some other places that I'd like to consider.	Ok! Where would you like to go?
What about Santo Domingo for the same dates?	I can get you a hotel in Santo Domingo for 2446.15USD.
5 days?	9 days actually.
With free breakfast?	Free breakfast, wifi, and parking!
Amazing! This one is already looking better than Mexico City. What are the departure and arrival dates and times?	It is a great deal! You would depart Busan at 11:00 am - Wednesday, August 24th and leave Santo Domingo at 1:00 am - Wednesday, August 31st.
That sounds great to me. I have two other cities that I'd like to consider. Let's start with Toronto. What can you get me for the same dates with free breakfast?	Ok! I can get you 7 days in Toronto for 2732.81USD.
I like the sound of that. What are the departure and arrival dates and times for this one?	9:00 am - Wednesday, August 17th you would leave Busan and arrive in Toronto at  9:04 pm of the same day. Your return trip would depart from Toronto at 1:00 am on Monday, August 22nd and arrive in Busan at 1:04 pm that day.
Excellent. Can you see what's available in Athens?	Would you like to hear only options with free breakfast in Athens?
Yes please!	Unfortunately I have nothing available in Athens with free breakfast within your date range. However, I can get you a hotel with free parking and wifi for 3998.37USD.
Not interested. Let's go back to the Toronto package. How many stars?	For the package priced at 2732.81USD in Toronto the hotel has a 4 star rating.
Does it have a spa?	There is no spa.
I will still book the Toronto package. I can't wait!	Ok! I will book that package for you. Enjoy!
We are 3 adults and three kids looking for a vacation between August 18 and September 4	I have several different flights to Vancouver, Canada during this travel period.  Would you like to leave on the 19th or the 27th?
How much does each option cost?	I have two options available for you: one costs $4253.69 and the other costs $5295.89.  Which one would you prefer?
What kind of hotel is offered for each?	Both hotels are 4.0 star hotels with 8.8/10 ratings.
What kind of flight is offered for each?	These are both Economy flights.
I can increase my budget by $200, does that open up any new options?	No.  
Are there any other flights to Vancouver leaving  around the same time from another departure city?	How do you feel about Dallas?
I would like to depart from Baltimore	You can only go to Toronto, Calgary, or Kingston Canada from Baltimore.  Which would you prefer? Do you have preferred travel dates?
Any time between August 18 and September 4.	I can offer you a 2.5 star hotel with a guest rating of 6.37/10 or a 3.0 star hotel with a guest rating of 8.86/10.  Which would you prefer?
For which destination?	Kingston has the 2.5 star hotel and Toronto has the 3.0 star hotel.  Or I can offer you a 4.0 star hotel with a 0/10 rating if you would like to travel to Calgary.
How much does each of these packages cost?	Package number #1 to Kingston costs $6251.33 USD, Package number #2 to Toronto costs $5695.54, and Package number #3 to Calgary costs $6494.94 USD.
What class would I be flying in for each of these destinations?	All three flights are Economy flights.  If you would like a Business Class flight, I can offer you one to Calgary.  The cost of this travel package would be $8666.20 USD.  Would you like more information on this option?
hi I¡¯m looking to go on a trip to Caprica	I apologize but we have nothing available to Caprica. Are there any other destinations that interest you?
Hi! I'd like to go to Boston from Mos Eisley on August 15th.	Hey there! I'm having trouble finding trips to Mos Eisley for that date. How about a trip to Vancouver instead?
Not Vancouver, anything for Porto Alegre?	Sure! I can book you 14 days in Porto Alegre, but you would leave August 18th. Is this ok?
What about if I leave from Rome instead of Mos Eisley?	I can book you 6 days in Boston for 2390.12USD if you leave from Rome
Is departure on the 15th of August?	Departure is on August 27th for that price.
I need to leave on the 15th of August.	When would you like to return?
I don't have a specific date in mind.	Do you have another departure option?
nope.	Sorry, I have no trips to Boston leaving from those destinations on August 15th.
What about Porto Alegre?	I have a trip to Porto Alegre that leaves from Rome on August 15th. It is 12 days long.
How much is it?	3334.98USD or 3344.57USD depending on the hotel.
I should have mentioned earlier, we are 6 adults.	Oh! In that case, the cost ranges from 20009.92USD to 20067.46USD.
That's way too much! I have a budget of 3700 USD!	Sorry, I cannot offer anything in Porto Alegre for 6 adults at that price.
Hi im looking to make a quick trip im from tampa and want to go to Dallas	Do you have any particular dates in mind?
not really	for how long would you like to go for?
not sure yet	I have a very reasonably priced 13 day package available at the Winter Arc hotel. You can travel either economy or business class.
that sounds nice what activities are at the hotel? Let's see what the price for economy is	The package includes free breakfast and free wifi. How many will you be?
there will be 1 child and 7 adults	I have availability for that many people from August 15 to August 27th. The price in economy is $3822.00 and in business it is $4219.00. Does that work for you?
we would like the economy package please	Perfect! The flight departs at 4:00pm on August 15 and the return flight is at 11:00am on August 27th.  We will go ahead and get that booked for you.
Hi im from Leon and looking to get away	Do you have a special destination in mind?
Maybe milan	Any specific dates in mind?
august 18th. until september 2nd	For Milan, I have a trip available departing on Aug 19 and returning on the 23rd. For Naples, I have a trip departing on August 19 and returning on August 25th.
what are the hotels like in these two places	In Milan I have the Pink Star Hotel, which is a nice 4-star hotel with breakfast and wifi included. In Naples, I have the Courtyard resort with a 3-star rating and the Tower Hotel, which is a 4-star, both of which also include breakfast and wifi.
what are the price differences for the two 4 star hotels?	will you be flying business class or economy?
let¡¯s say for all packages in respect to business class	For the 4-star Pink Star hotel in Milan, business class flight, 7 day  stay the price is $987.81. For the 4-star Tower Hotel in Naples, a 5 day stay is $838.33
seems like Naples is a little too expensive what packages are there in Hamburg?	In Hamburg, in a 4-star hotel for a 10 day stay flying business class, I have the Traveller Inn at $1069.88 and the Vortex at $1098.63.
i would rather go to milan. i would like to take the package with the 4 stars	So just to confirm, you will go with the Pink Star hotel in Milan from Friday August 16 until the 25th, business class at a price of $987.81, correct?
I'd like to go to Manaus from Miami between August 19th and September 2nd.	Sure! How many people are in your party?
Myself and two colleagues	Ok! I can book you 7 days in Manas for 5775.3USD. How does that sound?
That's great! What are the dates?	You would leave Miami on Friday, August 19th and return on Wednesday, August 24th.
Excellent! For 3 people?	That's right!
What amenities does the hotel have?	The hotel offers free breakfast, wifi, and parking.
Perfect. I'd like to also compare the prices for a trip to Kobe between the same dates.	Absolutely! The three of you could spend 5 days in Kobe for 1735.50USD.
What are the departure and arrival dates and times?	You would leave for Kobe at 8:00 am on Saturday, August 27th and arrive at 9:21 am  on the same day. Upon return, you would leave for Miami at 3:00 am on Wednesday, August 31st to arrive home that morning at 4:21 am.
Looking good so far. What amenities does this hotel have?	This hotel has free breakfast and free wifi.
And how many stars?	The hotel rating is 3 stars.
What about the hotel in Manas?	The hotel in Manas is 2.5 stars.
The Kobe package is considerably less expensive, I'll go with that one.	Great! I will go ahead and book that for you.
I am one person voyaging to Tampa. I can depart from Indianapolis. Must be between 20th and 31 August.	Do you have a budget for this travel package?
No, and I have expensive taste	Between the 20th and 31st of August, I have only travel packages to Vancouver, Canada.  You would leave on August 27th and return on August 30th.  I have one travel package at $3515.84, which would be five days at the Obsidian Gem Inn.
On second thought, I would like to go to Busan.	I just checked and it is not possible to travel to Busan from Indianapolis.  Would you like to depart from Calgary, Canada or Queenstown, New Zealand?
Would I be allowed to got with me and four colleagues?	Are they all adults?
Heyo!	Hi! What can I do for you today?
I'd like to go to Seattle from Belem between August 27th and September 5th. What is available?	I've got a 3.5 star hotel available for 3171.58USD travelling on those dates!
That sounds good. What are my options if I leave from Belo Horizonte?	I can book you the same hotel but returning on September 3rd if you leave from Belo Horizonte.
For how much?	That would cost 3332.23USD.
Ok let me see, what about a trip to Paris leaving from Belem between the same dates?	I don't have anything available in Paris between those dates unfortunately.
What about Sao Paulo?	Would you like to travel to or from Sao Paulo?
Travel to Sao Paulo.	I can book you 6 days in Sao Paulo for 907.3USD if you leave from Belem.
Fantastic! And if I leave from Belo Horizonte?	I can get you 4 days for 853.71USD if you leave from Belo Horizonte.
Ok. I choose the trip to Seattle from Belem. What are the arrival and departure dates and times?	Great, the 3.5 star hotel for 3171.58USD?
Yes!	You will depart from Belem at 1:00 pm and arrive in Seattle at 11:59 pm on Saturday, August 27th. When leaving Seattle, you will depart at 4:00 am on Monday, September 5th and arrive back in Belem at 2:59 pm on that same day.
Excellent! Let's book this one.	Great! Consider it done.
Hi! I'm looking for a trip to Milan with two of my best friends for march break, what's available?	Hi there! Where would you like to leave from?
From Cleveland between Wednesday August 17 and Saturday August 27!	I can book you 8 days in Milan between those dates for 9031.87USD.
Oh no! My friends and I are on a budget of $5400!	Looks like I don't have anything available for that price.. are you flexible on dates perhaps?
What about Pittsburgh? It seems to be a trendy destination this year.	Pittsburgh eh? I can book you 9 days near the airport for 2952.62USD.
The airport isn't chic enough, do you have something else around there?	What about Onyx Isle Hotel? 9 days there will run you 4219.24USD.
Do you have anything else?	Ok! I could upgrade you to business class at the same hotel for 5203.45USD.
Eeeeeeeeeeee I love it! Ok, so how many stars is the hotel?!	The hotel has a 3.5 star rating. Would you like to hear about its amenities?
Ooooo yes of course!!!!!!	Onyx Isle Hotel features free breakfast, parking, and free wifi
Perfect! Is there good shopping nearby?!	Unfortunately I do not have any information about this.
Ok I'll send them a tweet! I'll book this one!	Terrific! I will book for you now.
Hello there! Looking to get away between August 27th and August 30th! Can you help me?	Do you have a destination in mind?
Not at the moment, but i am from Mexico City	I have several packages to Punta Cana, Dominican Republic available. How flexible are you with your dates?
Im thinking as long as we end before August 31st. What are the packages like in Punta Cana?	Unfortunately I do not have any packages ending before August 31st. However I can offer you two packages which end on the 31st of August. Both feature a stay in La Estrella del Mar,  a 0.0 star hotel with a 0/10 guest rating. However you have the choice between flying business and economy, bringing your total to 292.21USD or 219.58USD, respectively.
0 stars seems attracting! I think i will fly Economy for this cheap trip!	Wonderful, your trip has been booked!
Hi going on vacation with my Family can you help me book a vacation?	Where would you like to go?
We want to go to Atlanta	How many people will you be?
in total the party will be 7 kids and 5 adults	Can you please tell me where you will be departing from?
We¡¯re in Santa cruz!	I am sorry but I have nothing available to Atlanta at the moment. However, I have packages available to Rosario and Buenos Aires.
Rosario seems like a nice place? what packages do we have there?	Well, can you please tell me your dates and the number of days you would like to spend there?
we have around $34300, depending on how good the deal is were willing to change it. At the moment we can go whenever	I have the Opportunity Suites available from August 27th to Aug 30th. You would all fly business class. The deal also includes Free wifi and free breakfast.
what options are there for Buenos Aires?	I have a few possible choices. Are you looking for a 3-star, 3.5-star or 4-star hotel package?
I am looking for a 4 and up star hotel	I have the Olive Market Hotel available in a 4-star rating. It includes free wifi, free breakfast and free parking. This is a 10 day package. Would you like to fly in economy or business class?
How much would that be for Business?	The price is $9647.3USD.  You would depart on August 24th  and return on September 2nd. Are those dates suitable for you and your party of 13?
yes that would work perfectly! :slightly_smiling_face: please book it	I will go ahead and book that for you now.
Good morning.	Good day! How can I help you?
I'd like to book a trip to Rome for business purposes. What's available for departures from Calgary?	I can book you 6 days in Rome from August 17-August 21 if you leave from Calgary.
That's a possibility, and what about between August 27 and September 12th?	How about August 27th-August 31st?
Excellent! For how much?	I have a 0.0 star hotel available for 1600.96USD.
I prefer 2 and above. I may also have a colleague travelling with me. What else can you offer?	There is a 4.0 star hotel available for 1952.49USD. Will you be travelling alone?
As I mentioned seconds ago, I may have a colleague travelling with me.	How many people is this for again?
FOR TWO PEOPLE!	For two people at the Hotel Emerald Legacy the price is 3841.18USD.
I need free wifi, is this included?	This place has free wifi as well as free breakfast!
Excellent! I will most probably book this one, but I would like to see about one more destination.	Sure! Where would you like to go?
To Paris. What can you offer around the same dates? Again, for two people.	I can book 2 people a trip to Paris from Calgary for 3164.38USD.
How many stars is the hotel?	For that price you would stay in a 4.0 star hotel.
That is suitable. Is the wifi free?	There is Wifi
Excellent. And what are the departure and arrival dates and times?	You will leave Calgary 12:00 pm August 30th and arrive in Paris 7:17 pm that evening.
Great, and for leaving Paris?	You will leave Paris at 3:00 am on September 7th and arrive in Calgary at 10:17am that morning.
I prefer the Hotel Emerald Legacy package. I will book this one.	Ok. I will book Hotel Emerald Legacy for August 27th-August 31st for two people.
I am from London and am looking to book a vacation package!	Certainly, I can offer you several packages for Denver, Calgary, Pittsburgh or Minneapolis, USA.
are there any that go to San Diego?	I can offer you something to San Diego, USA.  You would be flying economy out of Phoenix, USA on the 15th of August and returning on the 20th of August. You would be staying at a 2-star hotel with a 6.51 out of 10 guest rating. Your total for this trip would be 588.49USD.
hmmm I can only leave from London, what are the best options in Denver?	I can offer you a 5-day package to Denver for 340.29USD. You would by flying out of London, Canada and staying at the Oriental Resort, a 3.0-star hotel with a 0/10 guest rating.
let's see what we can do with something a bit further how about pittsburgh? what packages do we have there?	I can offer you a 7-day stay in Pittsburgh Beginning August 17. You would be staying in a 2.5-star hotel with a 8.22/10 guest rating. This resort offers free parking, free wifi and free breakfast. Your total for this trip would be 433.92USD.
is there anything leaving a bit later	Yes, I can offer you packages leaving on the 18th, 23rd, 24th or 27th of August.
anything after the 30th?	I have several flights leaving on the 8th or the 12th of September.
when would they be returning?	If you would like to fly out on the 8th you will be returning on the 14th. If you would like to fly out on the 12th you will be returning on the 18th.
can we book the one that returns on the 18th?	Actually I have several packages returning on the 18th. You can choose between a business and an economy flight and two hotels: The Sunny Wolf Inn & Suites, a 2.5-star hotel which has a 8.22/10 guest rating, or the Majestic Mountain Inn a 2.5-star hotel which has a which has a 6.91/10 guest rating. Both hotels include free parking, free wifi and free breakfast.
the sunny wolf seems to be a better place. how much would that be?	With an economy flight your total comes to 706.97USD. With a business flight your total comes to 795.22USD.
can we book the economy flight?	Absolutely, your trip has been booked!
I want to book a trip to Valencia!	From what city would you like to depart from?
I think i will be leaving from lima!	I have a couple of packages available.  They are both 9 day packages in a 4-star or a 5-star hotel? Which would you prefer?
I want to have the time of my life, the more expensive, the better	Since you want to have the time of your life, is it okay if we place you in business class? I have The Gold available, which is a 5-star property, from August 27th to September 3rd. Do those dates suit your schedule.
Business it will be! those dates seem to fit in, I have to be back by september 11th! how much would  trip like that come out to?	The total price is $4851.24USD. Would you like me to book this package?
not yet, i was wondering what other options would i have in Punto cana.	The packages we have available in Punta Cana are 4 days and in Mexico City we have 8 days packages available. Which would you prefer?
id rather the longer stay!	would you prefer to depart on August 17th, August 24th or August 27th? I can then narrow down your choices for you.
id rather depart on the 27th of August!	for the 27th of August, I have the Hotel Tropic available. The price on economy class is 1637.67USD and on business class is 2044.90USD. Which one would you like me to book?
what rating does this have	It has a 3-star rating and included free breakfast and free wifi.
honestly this seems like  a semi memorable place, i think valencia would be my best bet	So back to the The Gold, which was the 5-star property in Valencia. It was available from August 27th to September 3rd. The total cost for that package, flying business class was $4851.24USD. Should I go ahead and book that one then?
that seems to be just perfect! i can not wait! thank you so much im going to have the best time of my life!	It is a very nice package. I am sure you will enjoy your stay in Valencia. I will go ahead and book that for you.
Hi. I am in dire need of a vacation.	Ok! Where would you like to leave from? I can look up the cheapest vacation options for you.
I'd like to go to Mannheim for 8 days leaving from Paris. I have September 1 to September 19th off. What is available? This time, money isn't a problem, I'm treating myself. I'm looking for luxury this vacation.	You can spend a luxurious 8 days in Mannheim at the Regal Resort for only 761.4USD! That includes round trip business class flights.
That's exactly what I'm looking for! I'd also like to compare for trips to Porto Alegre. What can you offer?	I can book 5 days at a 4.0 star hotel in Porto for 4898.49USD.
Anything with 5 stars?	I cannot find anything with 5 stars for Porto at that time.
Ok, can we take another look at the Mannheim package then?	The Mannheim package includes free wifi and a spa in your hotel.
Oh my! And how many stars?	The Regal Resort is 5.0 stars.
Absolutely perfect! What are the arrival and departure times?	You will depart Paris at 11 am on Tuesday, September 6th and arrive in Mannheim 12:18 the same day. For the return flight you will leave Mannheim at 5:00 am and arrive at 6:18 am on Tuesday September 13th.
Great, I'd like to book this one please.	Sure thing, consider it done!
Hi. I need to book a vacation to Long Beach between August 25 and September 3. Departure is from Paris	Would you like to depart Paris on September 6th?
Preferably by the 3rd. Is there anything available?	Sorry, looks like there is nothing available from Paris to Long Beach on September 3rd.
I'm not quite sure I understand, is there anything available leaving Long Beach to go to Paris between August 25 and September 3rd?	Would you like to depart Paris on September 6th?
No. I would like to leave Long Beach around the 25th of August to go to Paris for some reason. What is so confusing about that!?	You can leave Long Beach, USA and go to Paris, France on Tuesday, August 30th. Will I book this?
Finally! No, don't book yet, I would like to know more about the hotel. Is there free breakfast?	There is free wifi.
Look buddy, is there free breakfast or not? Tell me, am I gonna get eggs, toast, cereal, etc? You know? The good stuff?	There is free wifi at the hotel. 
What is the price of this toastless package?	This package costs 2191.55USD.
Is this the cheapest option?	Yes, this is the cheapest option from Long Beach to Paris.
And the hotel has how many stars?	Muse Hotel has 2.0 stars.
Ok I will book this one.	Great. You will leave Paris on September 7th.
What do you mean?	You will depart from Paris at 3:00 am on Wednesday, September 7th.
I will not book this trip. Goodbye.	Thank you! Goodbye! 
Hi! I'd like to do some vacation shopping!	Sure thing! That's what I'm here for! Where are you located?
I live in Campinas, and I'd like to travel from August 25 the September 7. Let's start by looking at Vancouver!	Great! You could spend 10 days in Vancouver for 3051.29USD.
Is there free breakfast, wifi or parking?	Yes- all three!
How many stars?	The hotel has a 4.0 star rating !
Great! Now what about La Paz?	You can travel to La Paz from Campinas from August 27th to September 2nd.
I would like some details about this one, please. For how much and how many days?	You will spend 8 days in La Paz for 2758.9USD.
What amenities does the hotel have?	This hotel has free wifi, free breakfast, and free parking.
Can we take a look at trips to Kyoto?	Would you like to travel to Kyoto between August 25-30 or September 1-6?
Let's look at August 25 to 30th.	I could also do August 26-31, August 27-Sept 1, or August 30-September 4. Do any of those dates interest you?
Yes actually, I prefer August 27 to September 1.	Ok! There is a 3 star hotel available for 8135.48USD for those dates.
Great! what are the options for August 26 to 31?	I have a different 3 star hotel for those dates at 5218.82USD.
Wow considerably cheaper! Can you tell me about the hotel's amenities?	That hotel has free wifi and free breakfast.
Great! I also want to look at Puebla for the same dates.	I can book August 25-September 5 in Puebla for 2320.70USD.
The Puebla package is the cheapest, I'd like to know more about it. The hotel has how many stars?	Sure thing! The hotel is 4.0 stars.
I really like this package. Is there a spa?	No spa unfortunately. :slightly_frowning_face: Would you like me to look into options in Puebla with a spa?
If you don't mind yes please!	Sorry, there are no options available in Puebla with a spa.
That's ok, let's go back to the 4.0 star hotel. Is there free wifi and breakfast? I won't have a car, so I don't need free parking.	The 4.0 star hotel in Puebla has free wifi and free breakfast!
Great! What's the name of the hotel? I'd like to give them a call.	Absolutely! Los Campeones is the name.
The hotel is great. I will book this one please!	I will go ahead and book that for you.
Hi i am planning my honeymoon for my wife and myself. I am looking for the best deal but it needs to be the best time! can you helo us?	Absolutely. Where would you like to go and from what city would you be departing?
we¡¯re getting married in San Jose and we want to leave on August 27th. we have already spent so much on the wedding and only have $2700 to sepnd	We do have a very nice package available with a departure date of August 27 to Montreal. This package includes free wifi, parking and breakfast and you would both fly on business class. The total cost of this package is within your budget at only $1156.55USD.
is anything a little warmer perhaps?	From that city, I only have this package available. Are you able to leave from a different city?
`Honestly we cant but that package seems fine as long as we will be together what activities or options does this package have?	Your package includes free wifi, parking and complimentary breakfast every morning.
That sounds amazing thank you! and again how much will that be?	If you fly business class, the total cost will be 1156.55USD. Should I go ahead and book that for you?
Hey Im looking for a nice get away can you help me?	Definitely, how many people will you be traveling with?
just myself!  im from North Vancouver	I can offer you flights to San Juan, Montreal, Alexandria, Sydney, Cleveland or Seattle.
SEATTLE!  what options do we have there?	I have one package for Seattle from the 27th of August to the 6th of September. You will be staying at the Fairyland, a 3.5-star hotel with a 0/10 guest rating, free wifi and free parking. This trip will total 569.14USD.
I have some specific dates due to my work i can only be gone from  August 15th until september 2nd	I have several Seattle packages for the 27th of August to the 6th of September. You have  a choice between the Fairyland or the Emerald, a 5-star hotel with a 8.8/10 guest rating and free parking. You also have a choice between a business flight or an economy flight.
is there any possibility of finding a package where i can be back on the 2nd?	Unfortunately I do not have any packages matching those dates.
The police are after me, and I need to leave Kobe between August 27 and September 2.	Hi! I can help you with booking a trip from Kobe for your requested dates. Now, where would you like to go today?
Take me anywhere, but I only have $4600 cash.	I can book you four days in Sapporo for 200.92USD!
Four days may not be long enough... what else do you have?	How about 6 days in San Jose for 2045.99USD?
That should be alright. Does the room have a safe?	This four star hotel has free wifi, free parking, and free breakfast!
Perfect! So if I steal a car I can park it there! I'll have to call the hotel about the safe, what is the name of the hotel?	It's the Tranquil Seaside Inn.
And free parking?	Yes! Tranquil Seaside Inn is the hotel I quoted for you before.
Hi we're from Miami and we want to go to paris, can you help out?	Fore sure, how many people will you be traveling with?
7 kids and 5 adults in this party	I have several options available, do you have a budget?
$27500 is my budget	I have several 8-day packages available to you. I can offer you a choice between 3 hotels: The Queen's Jungle Hotel, a 4-star hotel with a 8.69/10 guest rating; The Hotel Regal Universe, a 4.0-star hotel with a 9.16/10 guest rating; or the Autumn Treasure Hotel, a 4.0-star hotel with a 8.49/10 guest rating. All hotels offer free wifi and free breakfast.
what type of options do these hotels offer/	The Jungle has vacancies from August 17th-24th and from August 30th-September 6th. The Hotel Regal Universe has vacancies from August 18th-25th, August 25th- September 1st, and from September 1st-8th. The Autumn Treasure Hotel has a vacancy from the 19th-25th of August.
how much would it be for the two best rated ones?	 I can offer the Jungle from the 17th-24th of August for 14,186.99USD. If you choose to upgrade to business from economy your total comes to 18,178.51USD. If you choose to stay at the Hotel Regal Universe your total cost will be 21,809.70USD, with flights for all dates being business class.
the most expensive one is still in my budget. can we book it?	Which dates would you like for your vacation: August 18th-25th, August 25th- September 1st, or September 1st-8th?
the one in August please	Your trip has successfully been booked!
Hello wozbot!	Hey there! How can I help you?
My husband and I are recently married, we are looking for a honeymoon vacation.	Where were you thinking?
Perhaps Toronto. We are currently in Rome for business, we'd like to leave from here. We're looking at going from August 18 to August 29th.	Ok, great! Are you flexible on those dates by any chance?
Not very. The divorce is planned for August 30th.	I could book you August 24-August 29?
Yes please.	Ok, great! Would you like to know any more information before I book?
Yes of course! Is the hotel 5 stars?	The hotel is 3 stars.
This is a very special time for us. I'd like to see what you have that's 5 stars please.	How about 4 stars from August 17 to August 22?
That is good. Is there a spa?	There is no spa.
How about breakfast and wifi?	Yes - both are included for free!
Great! How much is this package with business class?	The package costs 4446.60USD with business class flights.
That sounds good. My husband loves Vancouver, can we take a look at some packages?	Ok! Would you like to leave from Rome or Toronto?
From Rome please, and I have a preference for a hotel with a spa. If possible.	Hmm.. I'm not seeing any Vancouver options with spas available :disappointed:
Any 5 star hotels?	I've only got 4 star hotels
In that case, how about Columbus?	The only dates I have available in Columbus are August 15-25.
Ok, what about Calgary? My new boyfriend lives there.	I have a 4 star available from August 17-August 21 in Calgary for 2 people.
Great! How much?	3201.93USD.
Is there a spa?	Sadly there is no spa :disappointed:
Are there any available that do have a spa?	Not in Calgary, sorry about that.
That's ok. My husband would probably prefer the Toronto package. Can you please give me the flight details?	Certainly! Would you like to fly economy or business class?
Business class!	You will leave Rome at 9:00 am on Wednesday, August 17th 2016 to arrive in Toronto at 4:07 pm on Wednesday, August 17th 2016.
